rating,title,body,author,tag,verified,date,product_handle,featured,photos
4,The breakthrough is real,"Pakai first time, frustrated nak gila. Pakai fifth time, jadi muscle memory. Pro tip from another struggler: let the magnets find each other, don't force them. Genuinely life-changing once you're past the first few tries.",Joanne Chew,Monolid · Engagement,true,4 weeks ago,inbox-magnetic-eyelashes,false,
5,Recommended,Recommended.,Saraswati Ramasamy,Monolid · Date night,true,4 months ago,inbox-magnetic-eyelashes,false,
5,Now my daily,"Took these to a beach trip and they survived the swim, the sweat, and the karaoke. Held through air-con, humidity, the works. Hands down the best beauty purchase this year.",Vivian,Monolid · Raya,true,2 weeks ago,inbox-magnetic-eyelashes,false,
4,Did not expect to like these as much,"Took longer than the advertised 30 seconds. By day 2, much faster. The band is so thin I can apply eyeshadow over it without lifting. Took practice. Day 1 was rough but I figured it out by day 3. Solid product, just don't expect Day-1 perfection.",Mei Foo,Monolid · Weekend,true,4 months ago,inbox-magnetic-eyelashes,false,
5,"Bought it for Raya, kept wearing it after","Boss noticed my eyes today. Told her Santai, she Instagram-stalked the shop. Senang nak pakai gila, terus stick on the lash line. Boleh tahan lah honestly.",Jamie F.,Monolid · Daily,true,6 weeks ago,inbox-magnetic-eyelashes,false,
5,"Light, comfy, easy","Tried two other Malaysian magnetic brands before this. Nothing compares. I usually struggle with hooded eye products, but the band sits right. Permanently in my bag.",Hui,Monolid · Travel,true,5 months ago,inbox-magnetic-eyelashes,false,
5,Bestie put me on,完全没有不适感，第一次戴磁性睫毛就成功了。 戴了一整天都没有不舒服。 Removed 容易，no residue。 强烈推荐！,Hui K.,Monolid · Date night,true,7 months ago,inbox-magnetic-eyelashes,false,
4,Almost gave up — glad I didn't,"Day 1: panic mode. Day 7: muscle memory. I almost returned mine after day 1. So glad I didn't. If I can do this, anyone can.",Diyana R.,Monolid · Reception,true,10 months ago,inbox-magnetic-eyelashes,false,
5,Compliments every time,"Aunty cashier kat MidValley pun tanya which brand. Tak rasa berat langsung, macam tak pakai apa-apa. Try lah, you won't regret.",Divya K.,Monolid · Office,true,2 weeks ago,inbox-magnetic-eyelashes,false,
5,"Surprised, in a good way","The packaging alone is worth a photo. Light enough that I forget I'm wearing them. If you're on the fence, just buy them.",Kavitha,Monolid · Raya,true,6 months ago,inbox-magnetic-eyelashes,false,
3,"Not bad, learning curve","Suka sangat dengan Inbox, ringan dan natural. Suami pun puji cantik, dia rare nak comment pasal makeup. Pakai 3 hari berturut-turut, masih cantik macam baru. Cuba lah, tak rugi.",Sharifah,Monolid · CNY,true,6 weeks ago,inbox-magnetic-eyelashes,false,
4,Genuine 30-second application by day 3,"Mak suruh beli yang murah dulu, ended up buying two pairs of these instead. Travel with the case, sekali pun tak rosak. Will rep this brand sampai bila-bila.",@amira,Monolid · Birthday,false,3 months ago,inbox-magnetic-eyelashes,false,
4,First magnetic lash that actually fits,"Worth it, but don't try them for the first time before an event. Magnetic liner draws like a regular eyeliner, no learning curve there. Magnetic liner ran out faster than I'd like — wish there was a refill. Permanently in my bag.",Nadira,Monolid · Diwali,true,1 month ago,inbox-magnetic-eyelashes,false,
4,Love,"Sits flat, looks natural.",Janet,Monolid · Engagement,true,4 months ago,inbox-magnetic-eyelashes,false,
5,Glasses-friendly,"My MUA recommended these for a wedding shoot. Now I own three pairs. Fibre quality is genuinely premium, not the stiff plastic strip-lash kind. I get compliments every time. People always assume I had extensions done. Already ordered a backup pair.",Bee Yeoh,Monolid · Office,true,1 month ago,inbox-magnetic-eyelashes,false,
3,"Not bad, learning curve","Worth it, but don't try them for the first time before an event. Took me about 4 tries on day 1 to get them seated correctly. Sits completely flat on my lid, no gap, no awkward corner-lift. Solid product, just don't expect Day-1 perfection.",Maisarah,Monolid · Hari Raya,true,8 months ago,inbox-magnetic-eyelashes,false,
5,Obsessed,Best decision.,Karen N.,Monolid · First-timer,true,13 days ago,inbox-magnetic-eyelashes,false,
5,Lazy-girl approved,Eh confirm worth it lah. Recommended for office girlies who always rush in the morning. Confirm beli lagi.,Sharifah H.,Monolid · Photoshoot,true,8 days ago,inbox-magnetic-eyelashes,false,
5,"Sits flat, looks natural","Aiyo, the application part is the fun bit. Comel betul packaging dia, rasa macam unboxing luxury. Cantik dia, very flattering for my mata sepet. Sis you need to try.",Nadia R.,Monolid · Daily,true,22 days ago,inbox-magnetic-eyelashes,false,
5,Worth the hype,"Had to wear them for an event and was nervous, but everything stayed. Stayed perfect through a tearful K-drama marathon. 100% buying again.",Xin Yi L.,Monolid · Daily,true,7 weeks ago,inbox-magnetic-eyelashes,false,
5,Glasses-friendly,试过其他牌子，还是 Santai 最适合我。 戴起来很轻，几乎感觉不到。 Local brand 加油！,Mei Ling N.,Monolid · Photoshoot,true,12 days ago,inbox-magnetic-eyelashes,false,
5,Easier than mascara,"Worth the wait between launches. Pre-ordered immediately. The magnets do most of the work, you just hold the band close and they snap into place. Highly recommend, especially for first-timers.",Sarah Yeo,Monolid · Date night,true,3 weeks ago,inbox-magnetic-eyelashes,false,
5,Survived my akad,"Sis, this is the lazy-girl lash, period. Boss compliment hari Senin pagi. Win. Don't sleep on this one.",Wani R.,Monolid · Engagement,true,7 months ago,inbox-magnetic-eyelashes,false,
4,Life-changing after the first week,"My friend warned me about the learning curve. She was right but also it's so worth it. Wish someone told me the first time would feel awkward — it gets so much faster. Like learning to drive — first lesson chaos, fifth lesson natural. Take it from someone who was about to give up.",Wei Ting C.,Monolid · Daily,true,6 weeks ago,inbox-magnetic-eyelashes,false,
5,Worth it,Cantik sangat.,Aida,Monolid · Office,true,8 months ago,inbox-magnetic-eyelashes,false,
5,It clicks suddenly,"First wear: 12 minutes and slightly crooked. Third wear: 45 seconds and perfect. Three days of slight struggle, six months of effortless wear. Worth the trade. I genuinely don't remember the last time I used mascara. That's the level of life-changing. Genuinely life-changing once you're past the first few tries.",Khadijah A.,Monolid · Weekend,true,26 days ago,inbox-magnetic-eyelashes,false,
5,First magnetic lash that actually fits,"I work from home but still wear these because they make me feel put together. Looks natural in selfies and in person — not the same with most magnetic lashes. Skip the strip lashes, go straight to these.",Yu Han,Monolid · Date night,true,7 months ago,inbox-magnetic-eyelashes,false,
5,Survived a 12-hour shift,Skipped my mascara for the first time in years. The band is so thin I can apply eyeshadow over it without lifting. Five stars without thinking twice.,Nadira,Monolid · Weekend,true,1 day ago,inbox-magnetic-eyelashes,false,
3,Works after a few tries,"Got it from Santai launch promo, can confirm legit. Pakai sekali jadi habit, sekarang every Monday wajib. Magnetic liner ran out faster than I'd like — wish there was a refill. My honest verdict: terbaik.",@maisarah.my,Monolid · Wedding,false,19 days ago,inbox-magnetic-eyelashes,false,
4,Patience pays,"Take it from someone who fumbled for an hour on day 1 — give it three tries. Three days of slight struggle, six months of effortless wear. Worth the trade. Three days of patience for a lifetime of effortless lashes. Take the trade.",C. Sim,Monolid · Akad,true,8 months ago,inbox-magnetic-eyelashes,false,
5,Now my daily,"Cousin saya influencer, dia pun pakai Santai. Confirm legit. Bila tanggal, no glue residue, no patah lashes asli. Memang sayang nak habiskan.",Diyana Y.,Monolid · Daily,true,6 months ago,inbox-magnetic-eyelashes,false,
5,Patience pays,"Watched the demo video three times before I got it. Worth the patience. Pro tip from another struggler: let the magnets find each other, don't force them. Push through day 1 and you're set for life.",@hui_xx,Monolid · Birthday,false,2 weeks ago,inbox-magnetic-eyelashes,true,
5,Genuine 30-second application by day 3,"My MUA in Bangsar uses Santai on all her brides, that sold me. I have monolid-leaning eyes and this still lifts the corner naturally. Cannot go back to strip lashes after this.",D. Selvam,Monolid · Office,true,4 months ago,inbox-magnetic-eyelashes,false,
3,"Not bad, learning curve","Was expecting easier given the marketing. Wish the magnetic liner was bigger or refillable. Instructions in the box could be clearer for first-timers. Wish the instructions in the box had a QR code to the demo video. Recommended, just be patient on day 1.",Hui L.,Monolid · Wedding,true,8 months ago,inbox-magnetic-eyelashes,false,
4,Repurchasing,Best.,Atikah R.,Monolid · Travel,true,8 months ago,pitch-magnetic-eyelashes,false,
5,Almost gave up — glad I didn't,"Be patient with the first few wears. It clicks suddenly, then it's effortless. Cancelled my eyelash extension appointments. These are that good once you've got the hang. The video tutorial saved me. Watch it BEFORE your first attempt, not after. The learning curve is brief. The payoff is enormous.",Hawa M.,Monolid · Daily,false,6 months ago,pitch-magnetic-eyelashes,false,
5,Stick with it,"Patience is the secret. First try was rough, third try was perfect. Wish someone told me the first time would feel awkward — it gets so much faster. The shift from 'this is hard' to 'this is easy' happens overnight. Wild experience. Trust the process. It's worth it.",Hui Min Tan,Monolid · Weekend,true,21 days ago,pitch-magnetic-eyelashes,false,
5,Wore it through a long day,"I was scared I'd poke my eye out. Reader, I did not. Sits flush even on my deep-set eyes. Big plus. Photographs beautifully. My ring light selfies look like studio shots. Recommended to my whole office WhatsApp group.",Husna,Monolid · Weekend,true,14 days ago,pitch-magnetic-eyelashes,false,
4,Wore it through a long day,I have Monolid eyes and was worried the band wouldn't sit flat. No glue means no panda eyes at the end of the day. Survived a swim session at Sunway Lagoon. Tested. Recommended to my whole office WhatsApp group.,@sumi_xx,Monolid · Engagement,true,2 months ago,pitch-magnetic-eyelashes,false,
5,"Light, comfy, easy","Office crush noticed my eyes. Worth every ringgit alone. I've shown three friends how to apply, all bought their own pairs. Will repurchase.",@meiling,Monolid · Diwali,true,4 weeks ago,pitch-magnetic-eyelashes,false,
5,My new daily,Wakaka boss kena tipu.,Padma Ravi,Monolid · CNY,true,1 month ago,pitch-magnetic-eyelashes,false,
5,"Surprised, in a good way",Comel sangat lashes ni. Bila orang puji baru perasan tu sebab Santai. Tahan cuaca panas KL yang melampau ni. Beli lagi confirm.,Aleya R.,Monolid · Travel,true,1 month ago,pitch-magnetic-eyelashes,false,
4,"Sits flat, looks natural",Discovered Santai through a TikTok and now I'm in the cult. I get compliments every time. People always assume I had extensions done. Wish the instructions in the box had a QR code to the demo video. Stick with it through the first week and it pays off.,Mei Ling,Monolid · First-timer,false,1 month ago,pitch-magnetic-eyelashes,false,
5,"Sits flat, looks natural","I have hooded eyes and the band sits flush, no awkward gap. Held up perfectly through a Carnatic music performance with stage lights. Even survived a temple visit with all the incense and humidity. My sisters are next on my list to convert.",Mahalakshmi G.,Monolid · Raya,true,8 weeks ago,pitch-magnetic-eyelashes,false,
5,Stick with it,Don't judge it by attempt one. By attempt five it's a different product. It's a 5-minute job on day 1 and a 30-second job by day 7. Just hang in there. Patience pays off massively with these.,Jamie L.,Monolid · Hari Raya,true,5 weeks ago,pitch-magnetic-eyelashes,false,
5,Trust the process,"Honestly thought I'd made a mistake the first night. Day 4 I was a believer. Once you nail the angle, it lives in muscle memory forever. Like learning to drive — first lesson chaos, fifth lesson natural. My only regret is not buying them sooner.",Michelle L.,Monolid · Birthday,true,7 months ago,pitch-magnetic-eyelashes,false,
4,Now my daily,"Walao, why I never try this earlier. Sit perfectly on my eye shape, tak payah trim langsung. Local brand boleh kalahkan Sephora honestly.",Padma Govindasamy,Monolid · Office,true,2 weeks ago,pitch-magnetic-eyelashes,false,
4,My new favourite,"Had to wear them for an event and was nervous, but everything stayed. Looks different in every lighting — flatters daylight, dramatic at night. 100% buying again.",Ling Yap,Monolid · Office,true,27 days ago,pitch-magnetic-eyelashes,false,
4,Survived a 12-hour shift,"Office crush noticed my eyes. Worth every ringgit alone. The magnetic liner stays put through eye-rubbing and tearing up at weddings. I've shown three friends how to apply, all bought their own pairs. Recommended, just be patient on day 1.",Mei Ling S.,Monolid · Office,true,5 months ago,pitch-magnetic-eyelashes,false,
5,"Bought it for Raya, kept wearing it after","Akhirnya jumpa magnetic lashes yang fit my mata. Sekejap je settle, sambung makeup yang lain. Hubby pun tak perasan, ingat saya pergi salon. Berbaloi-baloi.",Aliya M.,Monolid · Office,true,3 months ago,pitch-magnetic-eyelashes,true,
5,Almost gave up — glad I didn't,"Day 1 I almost cried. Day 14, my sister asked me to teach her. I almost returned mine after day 1. So glad I didn't. If you struggle on day 1, stick with it — the breakthrough happens around day 3-4. Take it from someone who was about to give up.",Rachel K.,Monolid · First-timer,true,8 months ago,pitch-magnetic-eyelashes,false,
5,Worth the hype,"Use them maybe three times a week and still on my first pair after four months. Holds through long days, including the LRT commute and aircon offices. Took these to Bali, survived the humidity and the ocean. My makeup bag has been forever changed.",Sumi,Monolid · CNY,true,11 months ago,pitch-magnetic-eyelashes,false,
4,Easier than mascara,Finally a magnetic lash that doesn't look obviously fake. I keep them in the case in my handbag and they're never tangled. Just go for it.,Joanne,Monolid · Diwali,true,8 months ago,pitch-magnetic-eyelashes,false,
4,Easy after the first try,"Pakai pergi MRT, panas, hujan, tak lekang pun. Brush dia included in the kit pun useful giler. Kawan-kawan ingat saya buat extension haha. 100% recommend lah.",Sofea Z.,Monolid · CNY,true,2 weeks ago,pitch-magnetic-eyelashes,false,
4,The breakthrough is real,"Pakai first time, frustrated nak gila. Pakai fifth time, jadi muscle memory. Now I think it would actually be harder for me to do strip-lash glue again. If I can do this, anyone can.",Wei Ting Y.,Monolid · Office,true,4 months ago,pitch-magnetic-eyelashes,false,
5,Easier than mascara,"Finally a magnetic lash that doesn't look obviously fake. My contact lenses don't fog up with these, unlike strip lashes. The 70L curl lifts my downturned eyes in a way mascara never could. 10/10, no notes.",Jamie Wong,Monolid · Raya,true,10 months ago,pitch-magnetic-eyelashes,false,
5,Best lah,会回购。,Ling,Monolid · Akad,true,6 weeks ago,pitch-magnetic-eyelashes,false,
5,Almost gave up — glad I didn't,"First time was humbling. By day 3, faster than mascara. What helped me: do it sitting down, good lighting, no rushing. The breakthrough happens when you stop thinking and just trust the magnet click. Push through day 1 and you're set for life.",Sze Wei Y.,Monolid · Diwali,true,3 weeks ago,pitch-magnetic-eyelashes,false,
5,My new favourite,"Tak menyesal langsung beli pre-order set. Cantik dia sit flush on the lid, no gap, no lifting. My honest verdict: terbaik.",Nurul Z.,Monolid · CNY,true,6 months ago,pitch-magnetic-eyelashes,false,
3,Works after a few tries,"Solid product once you watch the demo video twice. Holds through long days, including the LRT commute and aircon offices. Magnet alignment is fiddly if you're applying in dim light. Worth it once you get the hang of it.",Joyce,Monolid · Engagement,true,26 days ago,pitch-magnetic-eyelashes,false,
3,Works after a few tries,用了三个月，还是像新的一样。 Lasted through CNY visiting without touch-ups. Stop scrolling 直接 buy。,Cheryl Y.,Monolid · CNY,true,2 months ago,pitch-magnetic-eyelashes,false,
5,Did not expect to like these as much,"Bestie kata try this brand, I tried, sekarang dia pulak nak beli. Husband ingat saya pergi salon. Told him magnetic, dia tak percaya. Tahan air mata bila cry watching K-drama, can confirm waterproof. Try lah, you won't regret.",Nadira Mohd,Monolid · Engagement,true,5 days ago,pitch-magnetic-eyelashes,false,
4,Worth the hype,Honestly didn't think magnetic lashes would work for me. Photographs beautifully. My ring light selfies look like studio shots. Wish the instructions in the box had a QR code to the demo video. Five stars without thinking twice.,Ling,Monolid · Diwali,true,2 months ago,pitch-magnetic-eyelashes,false,
5,Yes,Worth it.,Wei Ting,Monolid · Raya,true,4 weeks ago,pitch-magnetic-eyelashes,false,
5,"Light, comfy, easy",Sister-in-law gave me a pair after I kept complimenting hers. Genuinely the lightest lash I've ever worn. No droop by end of day. Worth every ringgit.,@cheryl_xx,Monolid · Office,true,1 month ago,pitch-magnetic-eyelashes,false,
5,Wore it through a long day,"Eh first try sangat senang, you ingat susah but no. Senang pakai under glasses, tak kacau the lens. Will get another pair next month.",Wei Ting,Monolid · Wedding,true,8 weeks ago,pitch-magnetic-eyelashes,false,
5,Wore it through a long day,"First time trying anything magnetic and I'm sold. Pairs well with my normal eyeliner, the magnetic one is just for the lash band. Looks different in every lighting — flatters daylight, dramatic at night. Worth more than the asking price honestly.",Aliya Ahmad,Monolid · CNY,true,8 weeks ago,pitch-magnetic-eyelashes,false,
5,"Light, comfy, easy",Bought these the day my old strip lashes ripped my real ones out. Never going back. The magnetic liner stays put through eye-rubbing and tearing up at weddings. Just go for it.,Sarah C.,Monolid · Reception,true,10 months ago,pitch-magnetic-eyelashes,false,
4,"Light, comfy, easy","I'm bad at makeup. These still worked. Held through air-con, humidity, the works. My contact lenses don't fog up with these, unlike strip lashes. Skip the strip lashes, go straight to these.",@shanti_kl,Monolid · Hari Raya,true,7 weeks ago,pitch-magnetic-eyelashes,false,
3,Good but practice needed,"Macam tak percaya magnetic boleh sit flat macam ni. Hold properly the whole day, no need touch up. Sangat berbaloi-baloi.",@marissa.studio,Monolid · Photoshoot,true,3 months ago,pitch-magnetic-eyelashes,false,
5,Trust the process,"Be patient with the first few wears. It clicks suddenly, then it's effortless. I almost returned mine after day 1. So glad I didn't. I genuinely don't remember the last time I used mascara. That's the level of life-changing. The learning curve is brief. The payoff is enormous.",Lakshmi Singh,Monolid · Office,true,4 weeks ago,pitch-magnetic-eyelashes,false,
5,Did not expect to like these as much,"Wore Pitch for a 12-hour shift, didn't budge. I keep them in the case in my handbag and they're never tangled. Has the right balance — not too natural, not too dramatic. My new daily.",Marissa A.,Monolid · Date night,true,4 days ago,pitch-magnetic-eyelashes,false,
5,Easier than mascara,"Save up dua bulan untuk beli set, totally worth it tau. Lipat kasi flat, simpan dalam casing, sekejap saja. Mata saya sensitive, tapi ni tak buat watery langsung. Confirm beli lagi.",Hawa I.,Monolid · Reception,true,9 months ago,pitch-magnetic-eyelashes,false,
4,"Light, comfy, easy","Honestly the easiest thing I've added to my morning routine in years. Senang nak simpan dalam beg tangan, casing dia compact. Liner dia draw smooth, tak skip-skip macam yang lain. Sis you need to try.",Mira,Monolid · Daily,true,10 months ago,pitch-magnetic-eyelashes,false,
4,Better than extensions,"Sister-in-law tried mine and bought her own within the week. Photographer at my engagement asked which extensions I was wearing. Will definitely buy again, no hesitation.",Geetha Ramasamy,Monolid · Daily,true,9 months ago,pitch-magnetic-eyelashes,false,
